phase,run_id,run_kind,model_id,immutable_revision,task_id,split,difficulty,domain,cell_id,cell_kind,feedback_validity,tone,turn_label,response_id,m1,m1_missing_reason,m2,m2_missing_reason,m3_rate,m3_missing_reason,m3_event_count,m3_loop_flag,entropy_mean,entropy_worst_decile,tail_mass_mean,entropy_missing_reason,rep4,length_tokens,length_drift,length_drift_missing_reason,hedge_per100,selfcorr_per100,greedy_answer_valid,greedy_answer_correct,greedy_answer_letter,resample_count,resample_valid_count,history_false_negative,feedback_rounds
phase_1,style-smoke-gemma-2-9b-it-2026-08-17,empirical,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,DGS-005,discovery,hard,mathematics,style__cautious_hedging,non_factorial,,,measured,60bc3c5c99e84198b9e45466a1d971eae13cf2546f0f81ddbf9ffe457579689e,14.187499523373845,,0.0,,0.0,,0,false,0.1835481877622671,1.073652378118297,1.7329893548405446e-05,,0.012658227848101266,162,,length_drift_neutral_endpoint_absent,0.0,0.0,true,true,B,10,10,,0
phase_1,style-smoke-gemma-2-9b-it-2026-08-17,empirical,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,DGS-005,discovery,hard,mathematics,style__enthusiastic,non_factorial,,,measured,884864a1ef4d92bf32f8515b481e24e358cc7df9c50b186bc7fce3632cef7d6f,11.749999893494532,,0.0,,0.0,,0,false,0.2709995956413849,1.3286030722883555,0.0003848146513440633,,0.011764705882352941,272,,length_drift_neutral_endpoint_absent,0.0,0.0,true,true,B,10,10,,0
phase_1,style-smoke-gemma-2-9b-it-2026-08-17,empirical,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,DGS-005,discovery,hard,mathematics,style__neutral_reference,non_factorial,,,measured,5d09894bfd236a5519a465261113f7a29dda6aa44eb6c0b7565bfd5b68d6167a,13.187499523985025,,0.0,,0.0,,0,false,0.08148524152703392,0.6390743108143704,7.318090597603585e-07,,0.02976190476190476,290,,length_drift_neutral_endpoint_absent,0.0,0.0,true,true,B,10,10,,0
phase_1,style-smoke-gemma-2-9b-it-2026-08-17,empirical,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,DGS-005,discovery,hard,mathematics,style__reluctantly_complying_refusal_styled,non_factorial,,,measured,4b70b1c9cf3df20d9426dca54f60dcc41a736d3a76589b0de4d3894a2c7323a6,11.250000242245733,,0.0,,0.0,,0,false,0.1847512786921712,1.0428968366638278,1.4244225490355683e-05,,0.0,212,,length_drift_neutral_endpoint_absent,0.0,0.0,true,true,B,10,10,,0
phase_1,style-smoke-gemma-2-9b-it-2026-08-17,empirical,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,DGS-005,discovery,hard,mathematics,style__verbose,non_factorial,,,measured,aa6d027a9088936338b07d6728ce1d567977cf851e340718b480c3341c1b7bb3,12.687500119642209,,0.0,,0.0,,0,false,0.1419730440902232,0.8304303492832961,6.293795129242512e-06,,0.0,355,,length_drift_neutral_endpoint_absent,0.0,0.0,true,true,B,10,10,,0
phase_1,style-smoke-gemma-2-9b-it-2026-08-17,empirical,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,DGS-010,discovery,easy,logic,style__cautious_hedging,non_factorial,,,measured,c4dc9cc94b454791c44453d06a37277c89fbe6e6c44121961eff57d787e667fe,-15.499999523212864,,0.19999999999999996,,0.0,,0,false,0.17581273190536886,0.8973237217416928,6.798114309311739e-05,,0.014705882352941176,99,,length_drift_neutral_endpoint_absent,0.0,0.0,true,false,C,10,10,,0
phase_1,style-smoke-gemma-2-9b-it-2026-08-17,empirical,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,DGS-010,discovery,easy,logic,style__enthusiastic,non_factorial,,,measured,05e95f0153f484a96f5e4d6535ed461b9480655b24e07806ad36d901f13cfd1b,-14.093749762596417,,0.4,,0.0,,0,false,0.30539237262068,1.336330557159881,0.0005052749458602936,,0.014492753623188406,106,,length_drift_neutral_endpoint_absent,0.0,0.0,true,false,C,10,10,,0
phase_1,style-smoke-gemma-2-9b-it-2026-08-17,empirical,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,DGS-010,discovery,easy,logic,style__neutral_reference,non_factorial,,,measured,9e72d7f857e7a5f8efe991f7f3fc0d8a06facc265fad948b9a0d8d2a6af196d3,13.375000357904355,,0.19999999999999996,,0.0,,0,false,0.18367543885876497,0.8753795449591966,1.0424384438069788e-05,,0.016129032258064516,95,,length_drift_neutral_endpoint_absent,0.0,0.0,true,true,B,10,10,,0
phase_1,style-smoke-gemma-2-9b-it-2026-08-17,empirical,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,DGS-010,discovery,easy,logic,style__reluctantly_complying_refusal_styled,non_factorial,,,measured,59dc3650849579008fb570f0fbd3a9adc56c665273bbdf338603fba72bdfffb8,-14.375000358271791,,0.4,,0.0,,0,false,0.24569640508646884,1.0194608191025243,9.265829012899112e-05,,0.014084507042253521,111,,length_drift_neutral_endpoint_absent,0.0,0.0,true,false,C,10,10,,0
phase_1,style-smoke-gemma-2-9b-it-2026-08-17,empirical,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,DGS-010,discovery,easy,logic,style__verbose,non_factorial,,,measured,ea8097d5ccb8b4fba797effc0789a6a99f64078e61498a2caa79614ea455093d,11.25000001078297,,0.5,,0.0,,0,false,0.26894294065562985,1.1944235143626152,3.9098640866394746e-05,,0.005291005291005291,272,,length_drift_neutral_endpoint_absent,0.0,0.0,true,true,B,10,10,,0
phase_1,style-smoke-gemma-2-9b-it-2026-08-17,empirical,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,DGS-022,discovery,hard,science,style__cautious_hedging,non_factorial,,,measured,1d8b21f7c2b245db33940365d1fc5aff712c181bd8ded62413c6288f098c0ffe,-4.999999858438969,,,m2_invalid_final_answer_all_ten_required,0.0,,0,false,0.13352329081298162,0.870880949865476,1.6610823383471727e-05,,0.08904109589041095,353,,length_drift_neutral_endpoint_absent,0.0,0.0,true,false,C,10,9,,0
phase_1,style-smoke-gemma-2-9b-it-2026-08-17,empirical,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,DGS-022,discovery,hard,science,style__enthusiastic,non_factorial,,,measured,28edf57ffd497aca3b6246182b1c3fb5c2ee0468a57fdf6c84d98f57cf578266,-2.7499999403953552,,,m2_invalid_final_answer_all_ten_required,0.0,,0,false,0.26279799317808217,1.3587407422389826,0.0004218705463144096,,0.00975609756097561,400,,length_drift_neutral_endpoint_absent,0.0,0.0,true,false,C,10,8,,0
phase_1,style-smoke-gemma-2-9b-it-2026-08-17,empirical,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,DGS-022,discovery,hard,science,style__neutral_reference,non_factorial,,,measured,181b356361de51def0f55363af27993f130c9bea9961e3d45cf3367adf3cf55f,-2.875000074505806,,0.0,,0.0,,0,false,0.19417172938610927,1.0687284969789121,2.648411181619588e-05,,0.024271844660194174,379,,length_drift_neutral_endpoint_absent,0.4784688995215311,0.0,true,false,C,10,10,,0
phase_1,style-smoke-gemma-2-9b-it-2026-08-17,empirical,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,DGS-022,discovery,hard,science,style__reluctantly_complying_refusal_styled,non_factorial,,,measured,9b081dabcc24d6b233e86d4af4f2dd1f6842095c7b75f7082c712348743118be,-4.125000201165676,,0.30000000000000004,,0.0,,0,false,0.23948764690614902,1.2516474275814617,0.00018082458337202427,,0.0,213,,length_drift_neutral_endpoint_absent,0.0,0.0,true,false,C,10,10,,0
phase_1,style-smoke-gemma-2-9b-it-2026-08-17,empirical,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,DGS-022,discovery,hard,science,style__verbose,non_factorial,,,measured,2da6ff9969a1d566ad8c064b79a953c9b2ec25772794c15e317d7e94249a1b47,,m1_invalid_final_answer,,m2_invalid_final_answer_all_ten_required,0.0,,0,false,0.12125501068488785,0.8434453796338216,4.645843603399329e-06,,0.07984790874524715,512,,length_drift_neutral_endpoint_absent,0.0,0.0,false,,,10,5,,0
phase_1,style-smoke-gemma-2-9b-it-2026-08-17,empirical,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,DGS-026,discovery,easy,language,style__cautious_hedging,non_factorial,,,measured,9373f2081bf8374763caf6abb7fe00452bcfecb1d807ec73806901894636500d,13.500000357904355,,0.0,,0.0,,0,false,0.319010881051487,1.247256548735261,6.509165400458427e-05,,0.0,40,,length_drift_neutral_endpoint_absent,0.0,0.0,true,true,B,10,10,,0
phase_1,style-smoke-gemma-2-9b-it-2026-08-17,empirical,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,DGS-026,discovery,easy,language,style__enthusiastic,non_factorial,,,measured,b1f4a443a9ab09c341eab6af1cc78d16ded3992420e462d071520f450f89b0ba,13.499999883781129,,0.0,,0.0,,0,false,0.5204025621250772,1.5720502636530371,0.0017054306876341041,,0.0,81,,length_drift_neutral_endpoint_absent,0.0,0.0,true,true,B,10,10,,0
phase_1,style-smoke-gemma-2-9b-it-2026-08-17,empirical,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,DGS-026,discovery,easy,language,style__neutral_reference,non_factorial,,,measured,8f961819331e0780f9a6701f7f0110255230c3eaa036c6bdf3e6d3dfb5c2143e,13.062499642819603,,0.0,,0.0,,0,false,0.37699006999534224,1.2940650540370577,5.1105728137108435e-05,,0.0,34,,length_drift_neutral_endpoint_absent,0.0,0.0,true,true,B,10,10,,0
phase_1,style-smoke-gemma-2-9b-it-2026-08-17,empirical,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,DGS-026,discovery,easy,language,style__reluctantly_complying_refusal_styled,non_factorial,,,measured,edf2fa0a0004a38b440dc0798efccd58339dfab8973b765cff94a77f3a53fe70,14.093750000465661,,0.0,,0.0,,0,false,0.3804398923727327,1.0858427911243798,0.0001229122130139753,,0.0,45,,length_drift_neutral_endpoint_absent,0.0,0.0,true,true,B,10,10,,0
